0.000000000000000000e+00,4.197099999999999831e+00
1.676756756756756728e+00,4.123960960960960875e+00
3.353513513513513455e+00,4.116748198198198594e+00
5.030270270270269961e+00,4.110232432432431970e+00
6.707027027027026911e+00,4.105778078078078153e+00
8.383783783783783861e+00,4.100783483483483316e+00
1.006054054054053992e+01,4.096943243243242883e+00
1.173729729729729776e+01,4.092955855855856306e+00
1.341405405405405382e+01,4.089533033033032616e+00
1.509081081081080988e+01,4.086448648648649318e+00
1.676756756756756772e+01,4.083081081081081365e+00
1.844432432432432378e+01,4.080382882882883422e+00
2.012108108108107984e+01,4.077861261261261028e+00
2.179783783783783591e+01,4.074825225225225722e+00
2.347459459459459552e+01,4.072536636636637120e+00
2.515135135135135158e+01,4.070076576576576954e+00
2.682810810810810764e+01,4.067522822822823514e+00
2.850486486486486370e+01,4.065309909909910147e+00
3.018162162162161977e+01,4.063075675675675846e+00
3.185837837837837938e+01,4.060835435435435237e+00
3.353513513513513544e+01,4.058738738738738583e+00
3.521189189189188795e+01,4.056529729729729361e+00
3.688864864864864757e+01,4.054565765765765661e+00
3.856540540540540718e+01,4.052762162162162340e+00
4.024216216216215969e+01,4.050486486486486015e+00
4.191891891891891930e+01,4.048867567567567605e+00
4.359567567567567181e+01,4.047060360360360320e+00
4.527243243243243143e+01,4.045072972972973524e+00
4.694918918918919104e+01,4.043514714714715019e+00
4.862594594594594355e+01,4.041616516516516988e+00
5.030270270270270316e+01,4.039808108108108087e+00
5.197945945945945567e+01,4.038183783783783731e+00
5.365621621621621529e+01,4.036518318318318421e+00
5.533297297297297490e+01,4.034665765765765855e+00
5.700972972972972741e+01,4.032967867867868428e+00
5.868648648648648702e+01,4.031394594594594594e+00
6.036324324324323953e+01,4.029942342342342165e+00
6.203999999999999915e+01,4.028011111111111653e+00
6.371675675675675876e+01,4.026835435435435429e+00
6.539351351351351127e+01,4.025308108108108129e+00
6.707027027027027088e+01,4.023597897897897901e+00
6.874702702702703050e+01,4.022045345345345524e+00
7.042378378378377590e+01,4.020882432432432374e+00
7.210054054054053552e+01,4.019144144144143560e+00
7.377729729729729513e+01,4.017825225225225338e+00
7.545405405405405475e+01,4.016181081081080961e+00
7.713081081081081436e+01,4.015190690690690900e+00
7.880756756756755976e+01,4.013427027027026917e+00
8.048432432432431938e+01,4.012081981981982182e+00
8.216108108108107899e+01,4.010639939939939502e+00
8.383783783783783861e+01,4.009335135135135175e+00
8.551459459459459822e+01,4.007835135135135118e+00
8.719135135135134362e+01,4.006560360360360562e+00
8.886810810810810324e+01,4.005072072072072054e+00
9.054486486486486285e+01,4.003746846846847340e+00
9.222162162162162247e+01,4.002660060060059699e+00
9.389837837837838208e+01,4.001177027027027044e+00
9.557513513513512748e+01,4.000103603603603730e+00
9.725189189189188710e+01,3.998856756756756781e+00
9.892864864864864671e+01,3.997366066066065926e+00
1.006054054054054063e+02,3.996259459459459151e+00
1.022821621621621659e+02,3.995253153153153214e+00
1.039589189189189113e+02,3.993667567567567467e+00
1.056356756756756710e+02,3.992465765765765617e+00
1.073124324324324306e+02,3.991081981981981830e+00
1.089891891891891902e+02,3.990150450450450581e+00
1.106659459459459498e+02,3.988937837837837730e+00
1.123427027027026952e+02,3.987687387387387261e+00
1.140194594594594548e+02,3.986483783783783874e+00
1.156962162162162144e+02,3.985217567567567620e+00
1.173729729729729740e+02,3.984092792792792714e+00
1.190497297297297337e+02,3.982891891891891856e+00
1.207264864864864791e+02,3.981894594594594494e+00
1.224032432432432387e+02,3.980797297297297366e+00
1.240799999999999983e+02,3.979666666666666686e+00
1.257567567567567579e+02,3.978202702702702709e+00
1.274335135135135175e+02,3.977338138138137857e+00
1.291102702702702629e+02,3.976272072072072117e+00
1.307870270270270225e+02,3.974987387387387550e+00
1.324637837837837822e+02,3.974009009009009219e+00
1.341405405405405418e+02,3.972638738738738962e+00
1.358172972972973014e+02,3.971794594594594496e+00
